kegg_compound	bigg_id	universal_bigg_id
C00860	histd_c	histd
C12624	hkntd_c	hkntd
C14180	hmgth_c	hmgth
C00530	hqn_c	hqn
C00885	ichor_c	ichor
C00311	icit_c	icit
C00770	idon__L_c	idon__L
C00104	idp_c	idp
C00407	ile__L_c	ile__L
C01267	imacp_c	imacp
C05123	isetac_c	isetac
C00081	itp_c	itp
C00238	k_c	k
C06024	kdolipid4_c	kdolipid4
C00937	lald__D_c	lald__D
C03451	lgt__S_c	lgt__S
C01931	lystrna_c	lystrna
C02013	maltttr_c	maltttr
C02052	maltttr_c	maltttr
C00636	man1p_c	man1p
C16699	man6pglyc_c	man6pglyc
C00514	mana_c	mana
C00855	met__D_c	met__D
C00445	methf_c	methf
C00305	mg2_c	mg2
C01177	mi1p__D_c	mi1p__D
C00644	mnl1p_c	mnl1p
C19848	mptamp_c	mptamp
C11145	mso3_c	mso3
C00887	n2o_c	n2o
C00004	nadh_c	nadh
C00088	no2_c	no2
C00704	o2s_c	o2s
C05276	oc2coa_c	oc2coa
C01944	occoa_c	occoa
C01103	orot5p_c	orot5p
C00209	oxa_c	oxa
C00053	paps_c	paps
C00627	pdx5p_c	pdx5p
C00074	pep_c	pep
C01102	phom_c	phom
C00154	pmtcoa_c	pmtcoa
C01228	ppgpp_c	ppgpp
C00254	pphn_c	pphn
C00536	pppi_c	pppi
C05629	pppn_c	pppn
C04896	prfp_c	prfp
C00148	pro__L_c	pro__L
C16435	pro__L_c	pro__L
C02702	protrna_c	protrna
C00134	ptrc_c	ptrc
C00022	pyr_c	pyr
C00296	quin_c	quin
C01007	rbflvrd_c	rbflvrd
C00508	rbl__L_c	rbl__L
C00507	rmn_c	rmn
C03160	sbzcoa_c	sbzcoa
C01528	seln_c	seln
C00065	ser__L_c	ser__L
C00716	ser__L_c	ser__L
C05820	seramp_c	seramp
C00748	sheme_c	sheme
C04462	sl2a6o_c	sl2a6o
C00059	so4_c	so4
C00315	spmd_c	spmd
C00412	stcoa_c	stcoa
C03296	sucarg_c	sucarg
C00091	succoa_c	succoa
C01118	suchms_c	suchms
C01097	tag6p__D_c	tag6p__D
C00245	taur_c	taur
C05273	td2coa_c	td2coa
C16221	toctd2eACP_c	toctd2eACP
C00343	trdox_c	trdox
C00342	trdrd_c	trdrd
C01083	tre_c	tre
C01639	trnacys_c	trnacys
C01642	trnagly_c	trnagly
C01649	trnapro_c	trnapro
C01651	trnathr_c	trnathr
C04631	uaccg_c	uaccg
C05897	uagmda_c	uagmda
C00015	udp_c	udp
C00029	udpg_c	udpg
C01289	unaga_c	unaga
C01051	uppg3_c	uppg3
C00299	uri_c	uri
C00075	utp_c	utp
C00655	xmp_c	xmp
C03291	xu5p__L_c	xu5p__L
C01672	15dap_e	15dap
C01367	3amp_e	3amp
C11457	3hpppn_e	3hpppn
C03765	4hoxpacd_e	4hoxpacd
C03089	5mtr_e	5mtr
C00084	acald_e	acald
C01132	acgal_e	acgal
C02713	acmum_e	acmum
C00979	acser_e	acser
C06710	ag_e	ag
C00026	akg_e	akg
C00099	ala_B_e	ala_B
C00041	ala__L_e	ala__L
C01401	ala__L_e	ala__L
C11476	arab__L_e	arab__L
C06697	aso3_e	aso3
C00120	btn_e	btn
C00318	crn_e	crn
C00487	crn_e	crn
C00097	cys__L_e	cys__L
C00736	cys__L_e	cys__L
C00475	cytd_e	cytd
C00184	dha_e	dha
C06196	dimp_e	dimp
C05512	din_e	din
C01661	doxrbcn_e	doxrbcn
C00365	dump_e	dump
C21173	enlipa_e	enlipa
C14818	fe2_e	fe2
C06229	fe3dcit_e	fe3dcit
C06228	fecrm_e	fecrm
C07597	feoxam_e	feoxam
C00905	fruur_e	fruur
C00670	g3pc_e	g3pc
C01233	g3pe_e	g3pe
C01225	g3pi_e	g3pi
C00257	glcn_e	glcn
C05385	glcur1p_e	glcur1p
C00258	glyc__R_e	glyc__R
C02979	glyc2p_e	glyc2p
C00160	glyclt_e	glyclt
C00080	h_e	h
C00282	h2_e	h2
C00001	h2o_e	h2o
C01328	h2o_e	h2o
C00249	hdca_e	hdca
C00703	hg2_e	hg2
C00135	his__L_e	his__L
C00768	his__L_e	his__L
C00263	hom__L_e	hom__L
C00262	hxan_e	hxan
C00130	imp_e	imp
C00463	indole_e	indole
C00243	lcts_e	lcts
C01970	lcts_e	lcts
C06026	lipa_e	lipa
C00208	malt_e	malt
C00897	malt_e	malt
C01936	malthx_e	malthx
C00073	met__L_e	met__L
C01733	met__L_e	met__L
C02989	metsox_S__L_e	metsox_S__L
C19609	ni2_e	ni2
C00712	ocdcea_e	ocdcea
C05332	peamn_e	peamn
C00079	phe__L_e	phe__L
C02057	phe__L_e	phe__L
C01005	pser__L_e	pser__L
C00250	pydx_e	pydx
C03736	r5p_e	r5p
C00121	rib__D_e	rib__D
C21057	rib__D_e	rib__D
C05697	sel_e	sel
C00740	ser__D_e	ser__D
C00042	succ_e	succ
C00089	sucr_e	sucr
C02107	tartr__D_e	tartr__D
C00188	thr__L_e	thr__L
C00214	thymd_e	thymd
C00565	tma_e	tma
C01104	tmao_e	tmao
C00105	ump_e	ump
C00106	ura_e	ura
C00086	urea_e	urea
C00385	xan_e	xan
C00312	xylu__L_e	xylu__L
C00038	zn2_e	zn2
C02917	12ppd__S_p	12ppd__S
C00680	26dap__M_p	26dap__M
C01013	3hpp_p	3hpp
C20957	LalaDglu_p	LalaDglu
C00140	acgam_p	acgam
C04256	acgam1p_p	acgam1p
C00270	acnam_p	acnam
C19910	acnam_p	acnam
C00179	agm_p	agm
C01487	all__D_p	all__D
C00020	amp_p	amp
C00049	asp__L_p	asp__L
C16433	asp__L_p	asp__L
C01413	cd2_p	cd2
C00698	cl_p	cl
C01327	cl_p	cl
C00918	cm_p	cm
C00055	cmp_p	cmp
C15025	crn__D_p	crn__D
C00380	csn_p	csn
C04114	ctbt_p	ctbt
C00070	cu2_p	cu2
C00793	cys__D_p	cys__D
C00881	dcyt_p	dcyt
C00362	dgmp_p	dgmp
C00364	dtmp_p	dtmp
C00526	duri_p	duri
C05821	enter_p	enter
C00469	etoh_p	etoh
C00067	fald_p	fald
C14819	fe3_p	fe3
C06227	fe3hox_p	fe3hox
C00095	fru_p	fru
C01496	fru_p	fru
C05003	fru_p	fru
C10906	fru_p	fru
C16488	frulys_p	frulys
C00103	g1p_p	g1p
C01697	galt_p	galt
C00333	galur_p	galur
C00329	gam_p	gam
C01181	gbbtn_p	gbbtn
C00035	gdp_p	gdp
C00031	glc__D_p	glc__D
C00818	glcr_p	glcr
C00191	glcur_p	glcur
C00064	gln__L_p	gln__L
C00303	gln__L_p	gln__L
C00025	glu__L_p	glu__L
C00302	glu__L_p	glu__L
C00577	glyald_p	glyald
C00116	glyc_p	glyc
C00387	gsn_p	gsn
C00127	gthox_p	gthox
C00242	gua_p	gua
C00770	idon__L_p	idon__L
C00407	ile__L_p	ile__L
C05123	isetac_p	isetac
C00238	k_p	k
C02013	maltttr_p	maltttr
C02052	maltttr_p	maltttr
C00855	met__D_p	met__D
C00305	mg2_p	mg2
C07225	mincyc_p	mincyc
C01204	minohp_p	minohp
C00392	mnl_p	mnl
C11145	mso3_p	mso3
C00887	n2o_p	n2o
C00088	no2_p	no2
C05080	novbcn_p	novbcn
C00704	o2s_p	o2s
C05629	pppn_p	pppn
C00148	pro__L_p	pro__L
C16435	pro__L_p	pro__L
C00134	ptrc_p	ptrc
C00022	pyr_p	pyr
C00296	quin_p	quin
C06688	rfamp_p	rfamp
C00507	rmn_p	rmn
C00794	sbt__D_p	sbt__D
C00065	ser__L_p	ser__L
C00716	ser__L_p	ser__L
C00059	so4_p	so4
C00315	spmd_p	spmd
C00245	taur_p	taur
C12147	thrp_p	thrp
C01083	tre_p	tre
C06501	tyrp_p	tyrp
C00203	udpacgal_p	udpacgal
C00029	udpg_p	udpg
C00299	uri_p	uri
C00655	xmp_p	xmp
C06473	2dhglcn_c	2dhglcn
C15650	dkmpp_c	dkmpp
C02869	fldox_c	fldox
C00087	s_c	s
C03912	1pyr5c_m	1pyr5c
C04322	1pyr5c_m	1pyr5c
C06007	23dhmp_m	23dhmp
C06006	2ahbut_m	2ahbut
C04691	2dda7p_m	2dda7p
C02223	2mbald_e	2mbald
C05853	2phetoh_c	2phetoh
C02504	3c3hmp_e	3c3hmp
C00632	3hanthrn_c	3hanthrn
C05262	3hddcoa_x	3hddcoa
C00141	3mob_m	3mob
C00671	3mop_e	3mop
C05259	3ohdcoa_x	3ohdcoa
C16216	3ohodcoa_x	3ohodcoa
C13425	3ophb_5_m	3ophb_5
C05261	3otdcoa_x	3otdcoa
C00555	4abutn_m	4abutn
C00156	4hbz_m	4hbz
C05103	4mzym_c	4mzym
C00430	5aop_e	5aop
C01236	6pgl_r	6pgl
C00491	cysi__L_v	cysi__L
C00033	ac_m	ac
C00024	accoa_x	accoa
C01883	aces_c	aces
C00212	adn_m	adn
C00021	ahcys_m	ahcys
C00019	amet_e	amet
C00020	amp_x	amp
C05665	aproa_c	aproa
C00216	arab__D_e	arab__D
C00152	asn__L_m	asn__L
C16438	asn__L_m	asn__L
C00152	asn__L_v	asn__L
C16438	asn__L_v	asn__L
C00049	asp__L_x	asp__L
C16433	asp__L_x	asp__L
C02984	asptrna_m	asptrna
C00002	atp_m	atp
C00002	atp_v	atp
C00307	cdpchol_c	cdpchol
C04409	cmusa_c	cmusa
C00011	co2_g	co2
C00011	co2_n	co2
C00010	coa_r	coa
C00010	coa_x	coa
C01832	ddcacoa_x	ddcacoa
C00111	dhap_m	dhap
C00415	dhf_m	dhf
C00857	dnad_n	dnad
C00381	dolichol_c	dolichol
C03862	dolmanp_r	dolmanp
C00459	dttp_e	dttp
C05947	e4hglu_c	e4hglu
C05947	e4hglu_x	e4hglu
C00279	e4p_m	e4p
C05400	epm_c	epm
C05440	ergtetrol_c	ergtetrol
C05440	ergtetrol_r	ergtetrol
C00665	f26bp_c	f26bp
C04525	fecost_c	fecost
C03294	fmettrna_m	fmettrna
C00058	for_m	for
C00122	fum_m	fum
C00266	gcald_m	gcald
C00353	ggdp_c	ggdp
C02038	glp_c	glp
C00025	glu__L_x	glu__L
C00302	glu__L_x	glu__L
C02987	glutrna_m	glutrna
C00144	gmp_g	gmp
C00044	gtp_m	gtp
C00027	h2o2_m	h2o2
C03227	hLkynr_c	hLkynr
C00288	hco3_m	hco3
C01353	hco3_m	hco3
C02988	histrna_m	histrna
C04144	hpglu_c	hpglu
C07328	iamoh_e	iamoh
C14710	ibutoh_c	ibutoh
C00311	icit_x	icit
C00637	id3acald_e	id3acald
C03127	iletrna_m	iletrna
C02938	ind3acnl_c	ind3acnl
C00955	ind3eth_c	ind3eth
C00490	itacon_m	itacon
C00256	lac__D_m	lac__D
C00186	lac__L_m	lac__L
C02047	leutrna_m	leutrna
C00248	lpam_m	lpam
C00149	mal__L_m	mal__L
C00418	mev__R_c	mev__R
C01204	minohp_c	minohp
C00143	mlthf_m	mlthf
C00004	nadh_r	nadh
C00004	nadh_x	nadh
C00005	nadph_m	nadph
C00014	nh4_n	nh4
C01342	nh4_n	nh4
C00455	nmn_m	nmn
C00036	oaa_e	oaa
C01944	occoa_x	occoa
C00001	oh1_c	oh1
C01328	oh1_c	oh1
C01134	pan4p_m	pan4p
C04217	pendp_m	pendp
C03511	phetrna_m	phetrna
C00009	pi_m	pi
C00009	pi_v	pi
C00154	pmtcoa_x	pmtcoa
C00013	ppi_m	ppi
C00022	pyr_x	pyr
C00255	ribflv_e	ribflv
C03150	rnam_c	rnam
C00794	sbt__D_c	sbt__D
C01722	sbt__L_e	sbt__L
C01169	sdhlam_m	sdhlam
C01120	sph1p_c	sph1p
C01120	sph1p_r	sph1p
C00751	sql_c	sql
C00751	sql_r	sql
C00412	stcoa_x	stcoa
C05122	tchola_v	tchola
C05273	td2coa_x	td2coa
C00343	trdox_x	trdox
C00342	trdrd_x	trdrd
C01645	trnaleu_m	trnaleu
C01646	trnalys_m	trnalys
C00787	trnatyr_m	trnatyr
C01653	trnaval_m	trnaval
C00078	trp__L_m	trp__L
C00806	trp__L_m	trp__L
C00082	tyr__L_m	tyr__L
C01536	tyr__L_m	tyr__L
C00082	tyr__L_v	tyr__L
C01536	tyr__L_v	tyr__L
C02839	tyrtrna_m	tyrtrna
C00203	udpacgal_c	udpacgal
C00183	val__L_m	val__L
C16436	val__L_m	val__L
C02554	valtrna_m	valtrna
C00379	xylt_c	xylt
C03580	3AStrmyn_c	3AStrmyn
C03680	4izp_c	4izp
C01242	alpro_c	alpro
C05768	cpppg1_c	cpppg1
C00138	fdxrd_c	fdxrd
C04216	hepdp_c	hepdp
C05396	lac6p_c	lac6p
C02051	lpro_c	lpro
C01682	nop_c	nop
C04137	octp_c	octp
C02656	pime_c	pime
C06188	salcn6p_c	salcn6p
C01451	salcn_e	salcn
C05766	uppg1_c	uppg1
C00785	urcan_c	urcan
C00074	pep_p	pep
C00197	3pg_e	3pg
C01674	chitob_e	chitob
C00795	tag__D_e	tag__D
C03150	rnam_p	rnam
C00631	2pg_p	2pg
C00800	guln__L_p	guln__L
C00311	icit_p	icit
C00741	diact_e	diact
C03273	oxptn_c	oxptn
C00474	rbt_e	rbt
C00185	cellb_p	cellb
C06421	cellb_p	cellb
C06422	cellb_p	cellb
C05551	peng_p	peng
C05593	3hoxpac_p	3hoxpac
C02954	6apa_e	6apa
C00185	cellb_c	cellb
C06421	cellb_c	cellb
C06422	cellb_c	cellb
C01188	3hmp_c	3hmp
C00640	3hacoa_x	3hacoa
C00424	lald__L_m	lald__L
C05999	lald__L_m	lald__L
C01613	stys_c	stys
C15651	hkmpp_c	hkmpp
C04052	5cohe_c	5cohe
C05593	3hoxpac_c	3hoxpac
C04092	1pipdn2c_c	1pipdn2c
C06473	2dhglcn_p	2dhglcn
C07216	3mbzalc_c	3mbzalc
C00846	3oxoadp_e	3oxoadp
C00223	coucoa_c	coucoa
C06758	4mbzald_c	4mbzald
C06757	4mbzalc_c	4mbzalc
C07479	2omcm_c	2omcm
C02501	2hmc_c	2hmc
C04051	C04051_c	C04051
C00990	5apentam_c	5apentam
C01026	dmgly_c	dmgly
C06321	bz12diol_c	bz12diol
C16700	34dhbald_c	34dhbald
C02666	conialdh_c	conialdh
C01494	fer_c	fer
C06504	co2dam_c	co2dam
C00633	4hbald_c	4hbald
C00125	ficytc_c	ficytc
C00923	ficytc_c	ficytc
C01070	ficytc_c	ficytc
C06505	co1dam_c	co1dam
C02642	cala_c	cala
C02967	dna5mtc_c	dna5mtc
C07208	m_xyl_e	m_xyl
C00755	vanln_e	vanln
C06672	vanlt_e	vanlt
C00406	ferulcoa_c	ferulcoa
C01494	fer_p	fer
C01045	Nforglu_c	Nforglu
C03344	2maacoa_c	2maacoa
C18232	nfmalm_c	nfmalm
C05772	pre3a_c	pre3a
C06756	p_xyl_c	p_xyl
C06756	p_xyl_p	p_xyl
C05335	selmeth_c	selmeth
C01455	tol_p	tol
C01455	tol_c	tol
C20985	tres_c	tres
C20370	decda_tb_c	decda_tb
C04851	uaGgla_c	uaGgla
C00662	adfdRD_c	adfdRD
C11545	copre8_c	copre8
C05773	cobya_c	cobya
C05338	hphaccoa_c	hphaccoa
C05979	ppoh_c	ppoh
C02835	im4ac_c	im4ac
C05130	im4act_c	im4act
C02985	fuc1p__L_e	fuc1p__L
C00003	nad_e	nad
C00416	pa_EC_c	pa_EC
C12147	thrp_c	thrp
C00800	guln__L_c	guln__L
C06715	3opimcoa_c	3opimcoa
C11062	4hbutcoa_c	4hbutcoa
C06749	6hch1eccoa_c	6hch1eccoa
C00512	benzcoa_c	benzcoa
C02226	citac_c	citac
C00815	citm_c	citm
C06310	dptne_c	dptne
C09819	hmpscoa_c	hmpscoa
C00827	laccoa_c	laccoa
C02734	pphos_c	pphos
C00190	udpxyl_c	udpxyl
C00506	Lcyst_e	Lcyst
C00193	bzal_e	bzal
C00261	bzal_e	bzal
C00697	n2_e	n2
C00146	phenol_e	phenol
C15584	phenol_e	phenol
C00109	2obut_p	2obut
C01468	4crsol_p	4crsol
C00633	4hbald_p	4hbald
C01478	aso4_p	aso4
C11215	aso4_p	aso4
C02632	ibt_p	ibt
C00209	oxa_p	oxa
C05979	ppoh_p	ppoh
C00080	h_u	h
C08592	echin_c	echin
C05306	cholphya_c	cholphya
C00001	h2o_u	h2o
C01328	h2o_u	h2o
C15882	2m6phol_c	2m6phol
C05432	lycop_c	lycop
C13309	dmtphllqne_c	dmtphllqne
C06178	1mpyr_c	1mpyr
C02218	2amac_c	2amac
C05528	3spyr_c	3spyr
C05100	3uib_c	3uib
C00664	5forthf_c	5forthf
C05638	5hxkynam_c	5hxkynam
C01042	Nacasp_c	Nacasp
C00060	Rtotal_c	Rtotal
C00162	Rtotal_c	Rtotal
C02403	Rtotal_c	Rtotal
C00060	Rtotal2_c	Rtotal2
C00162	Rtotal2_c	Rtotal2
C02403	Rtotal2_c	Rtotal2
C03372	adhap_hs_c	adhap_hs
C00695	cholate_c	cholate
C00187	chsterol_c	chsterol
C00791	creat_c	creat
C05422	dhdascb_c	dhdascb
C04555	dheas_c	dheas
C00951	estradiol_c	estradiol
C01697	galt_c	galt
C00329	gam_c	gam
C04248	gpail_hs_c	gpail_hs
C01382	iodine_c	iodine
C02166	leuktrC4_c	leuktrC4
C02188	pcollglys_c	pcollglys
C16740	pcollglys_c	pcollglys
C11378	q10_c	q10
C05699	selcyst_c	selcyst
C07394	taxol_c	taxol
C05465	tdchola_c	tdchola
C03793	tmlys_c	tmlys
C00398	trypta_c	trypta
C02198	txa2_c	txa2
C02918	1mncam_e	1mncam
C00942	35cgmp_e	35cgmp
C00207	acetone_e	acetone
C00008	adp_e	adp
C00301	adprib_e	adprib
C01882	adprib_e	adprib
C04317	ak2lgchol_hs_e	ak2lgchol_hs
C00402	asp__D_e	asp__D
C14152	bvite_e	bvite
C02094	caro_e	caro
C05851	coumarin_e	coumarin
C00388	hista_e	hista
C00521	limnen_e	limnen
C06078	limnen_e	limnen
C06099	limnen_e	limnen
C01595	lnlc_e	lnlc
C06427	lnlnca_e	lnlnca
C07266	nifedipine_e	nifedipine
C00547	nrpphr_e	nrpphr
C07148	tolbutamide_e	tolbutamide
C00114	chol_g	chol
C00588	cholp_g	cholp
C00128	cmpacna_g	cmpacna
C04825	l2xser_g	l2xser
C00159	man_g	man
C00054	pap_g	pap
C00043	uacgam_g	uacgam
C00167	udpglcur_g	udpglcur
C00212	adn_l	adn
C00133	ala__D_l	ala__D
C00559	dad_2_l	dad_2
C00360	damp_l	damp
C00239	dcmp_l	dcmp
C00415	dhf_l	dhf
C00124	gal_l	gal
C00984	gal_l	gal
C00027	h2o2_l	h2o2
C00294	ins_l	ins
C01835	malttr_l	malttr
C00132	meoh_l	meoh
C00009	pi_l	pi
C01033	2mbcoa_m	2mbcoa
C00349	2mop_m	2mop
C04405	3hmbcoa_m	3hmbcoa
C03492	4ppan_m	4ppan
C05634	5hoxindact_m	5hoxindact
C00194	adocbl_m	adocbl
C00576	betald_m	betald
C01089	bhb_m	bhb
C00112	cdp_m	cdp
C00206	dadp_m	dadp
C00705	dcdp_m	dcdp
C00239	dcmp_m	dcmp
C01344	didp_m	didp
C00048	glx_m	glx
C00719	glyb_m	glyb
C00168	hpyr_m	hpyr
C00294	ins_m	ins
C02939	ivcoa_m	ivcoa
C00683	mmcoa__S_m	mmcoa__S
C00350	pe_hs_m	pe_hs
C00864	pnto__R_m	pnto__R
C00213	sarcs_m	sarcs
C00232	sucsal_m	sucsal
C01755	tcynt_m	tcynt
C02593	tdcoa_m	tdcoa
C00114	chol_n	chol
C00128	cmpacna_n	cmpacna
C00458	dctp_n	dctp
C00363	dtdp_n	dtdp
C00144	gmp_n	gmp
C00047	lys__L_n	lys__L
C16440	lys__L_n	lys__L
C00006	nadp_n	nadp
C00007	o2_n	o2
C00024	accoa_r	accoa
C00020	amp_r	amp
C00169	cbp_r	cbp
C00187	chsterol_r	chsterol
C04555	dheas_r	dheas
C00951	estradiol_r	estradiol
C01352	fadh2_r	fadh2
C00031	glc__D_r	glc__D
C00191	glcur_r	glcur
C00025	glu__L_r	glu__L
C00302	glu__L_r	glu__L
C00800	guln__L_r	guln__L
C02166	leuktrC4_r	leuktrC4
C00418	mev__R_r	mev__R
C00148	pro__L_r	pro__L
C16435	pro__L_r	pro__L
C03793	tmlys_r	tmlys
C02198	txa2_r	txa2
C00015	udp_r	udp
C00203	udpacgal_r	udpacgal
C00029	udpg_r	udpg
C00190	udpxyl_r	udpxyl
C04092	1pipdn2c_x	1pipdn2c
C01144	3hbcoa_x	3hbcoa
C00060	Rtotal_x	Rtotal
C00162	Rtotal_x	Rtotal
C02403	Rtotal_x	Rtotal
C00332	aacoa_x	aacoa
C03372	adhap_hs_x	adhap_hs
C00877	b2coa_x	b2coa
C00469	etoh_x	etoh
C01352	fadh2_x	fadh2
C00067	fald_x	fald
C00418	mev__R_x	mev__R
C00704	o2s_x	o2s
C00209	oxa_x	oxa
C00065	ser__L_x	ser__L
C00716	ser__L_x	ser__L
C00245	taur_x	taur
C05465	tdchola_x	tdchola
C19156	2plac__L_c	2plac__L
C16593	7mhp_c	7mhp
C16594	7mht_c	7mht
C02378	6ax_c	6ax
C06552	hatrz_c	hatrz
C00876	f420_2_c	f420_2
C16597	tih2cit_c	tih2cit
C20581	h2acon_C_c	h2acon_C
C04002	hacon_C_c	hacon_C
C04628	cob_c	cob
C05777	f430_c	f430
C19153	f420_0_c	f420_0
C01217	h4mpt_c	h4mpt
C06113	asptrna_asn_c	asptrna_asn
C00392	mnl_c	mnl
C02048	lmn2_e	lmn2
C00234	10fthf_x	10fthf
C00236	13dpg_f	13dpg
C00236	13dpg_h	13dpg
C00236	13dpg_m	13dpg
C14765	13oocdcy1829Z11Ea_c	13oocdcy1829Z11Ea
C01234	1acpc_h	1acpc
C01234	1acpc_m	1acpc
C06007	23dhmp_h	23dhmp
C04823	25aics_h	25aics
C06006	2ahbut_h	2ahbut
C04691	2dda7p_h	2dda7p
C11434	2me4p_h	2me4p
C11453	2mecdp_h	2mecdp
C15978	2mhob_m	2mhob
C04424	2mpdhl_m	2mpdhl
C02637	3dhsk_h	3dhsk
C05757	3hddecACP_h	3hddecACP
C05268	3hhcoa_x	3hhcoa
C06001	3hib_m	3hib
C04620	3hoctACP_h	3hoctACP
C04633	3hpalmACP_h	3hpalmACP
C05260	3htdcoa_m	3htdcoa
C03506	3ig3p_h	3ig3p
C00141	3mob_h	3mob
C05756	3oddecACP_h	3oddecACP
C05746	3ohexACP_h	3ohexACP
C00555	4abutn_h	4abutn
C01061	4fumacac_n	4fumacac
C03082	4pasp_h	4pasp
C04454	5aprbu_h	5aprbu
C16634	5flurimp_c	5flurimp
C16619	6tgsnmp_c	6tgsnmp
C04646	6tins5mp_c	6tins5mp
C00033	ac_h	ac
C05433	acaro_u	acaro
C01136	adhlam_h	adhlam
C01136	adhlam_m	adhlam
C16631	aflburppa_c	aflburppa
C00021	ahcys_h	ahcys
C00224	aps_n	aps
C00002	atp_f	atp
C00002	atp_h	atp
C02477	avite1_h	avite1
C00486	bilirub_h	bilirub
C02094	caro_u	caro
C16541	chldb_h	chldb
C00251	chor_h	chor
C16612	citalald_c	citalald
C16607	citalo_c	citalo
C16610	citalppa_c	citalppa
C06110	cytP450r_c	cytP450r
C00206	dadp_h	dadp
C00360	damp_h	damp
C00360	damp_m	damp
C05275	dc2coa_m	dc2coa
C16609	ddmcital_c	ddmcital
C16647	degly_e	degly
C00111	dhap_f	dhap
C00111	dhap_h	dhap
C00337	dhor__S_m	dhor__S
C15883	23dmphol_h	23dmphol
C03862	dolmanp_c	dolmanp
C02463	dscl_h	dscl
C00279	e4p_h	e4p
C16276	ecaro_h	ecaro
C05378	fdp_B_f	fdp_B
C05378	fdp_B_h	fdp_B
C05378	fdp_B_m	fdp_B
C00139	fdxox_u	fdxox
C00125	ficytc_x	ficytc
C00923	ficytc_x	ficytc
C01070	ficytc_x	ficytc
C00058	for_h	for
C02336	fru_B_c	fru_B
C00122	fum_h	fum
C00668	g6p_A_c	g6p_A
C00124	gal_h	gal
C00984	gal_h	gal
C00446	gal1p_h	gal1p
C03384	gal1p_h	gal1p
C05401	ggl_h	ggl
C00267	Glc_aD_h	Glc_aD
C03287	glu5p_x	glu5p
C02987	glutrna_h	glutrna
C00048	glx_h	glx
C00044	gtp_h	gtp
C00080	h_s	h
C11811	h2mb4p_h	h2mb4p
C00001	h2o_s	h2o
C01328	h2o_s	h2o
C00027	h2o2_h	h2o2
C00283	h2s_h	h2s
C00288	hco3_h	hco3
C01353	hco3_h	hco3
C00249	hdca_s	hdca
C01024	hmbil_h	hmbil
C05271	hx2coa_m	hx2coa
C00186	lac__L_h	lac__L
C00491	cysi__L_h	cysi__L
C00248	lpam_h	lpam
C00149	mal__L_f	mal__L
C00149	mal__L_h	mal__L
C00275	man6p_h	man6p
C05399	melt_h	melt
C05916	metarhodopsin_s	metarhodopsin
C00445	methf_x	methf
C04579	mi12356p_c	mi12356p
C01330	na1_h	na1
C01330	na1_m	na1
C00003	nad_s	nad
C00005	nadph_f	nadph
C00005	nadph_h	nadph
C01943	obfool_c	obfool
C05276	oc2coa_x	oc2coa
C06423	octa_h	octa
C11830	omppp9_h	omppp9
C00295	orot_m	orot
C05427	phdp_u	phdp
C18021	phphbda_h	phphbda
C00009	pi_f	pi
C00009	pi_h	pi
C00100	ppcoa_n	ppcoa
C00013	ppi_h	ppi
C17569	q8_m	q8
C03455	retpalm_11_cis_s	retpalm_11_cis
C00447	s17bp_h	s17bp
C06481	sertrna_sec_m	sertrna_sec
C03175	skm5p_h	skm5p
C00750	sprm_h	sprm
C16835	sucald_c	sucald
C00232	sucsal_h	sucsal
C05758	tddec2eACP_h	tddec2eACP
C05754	tdec2eACP_h	tdec2eACP
C07648	tgua_c	tgua
C05748	thex2eACP_h	thex2eACP
C01653	trnaval_h	trnaval
C00078	trp__L_h	trp__L
C00806	trp__L_h	trp__L
C00082	tyr__L_h	tyr__L
C01536	tyr__L_h	tyr__L
C00052	udpgal_h	udpgal
C02469	upp3_h	upp3
C00366	urate_m	urate
C00603	urdglyc_m	urdglyc
C02766	urdglyc_m	urdglyc
C00183	val__L_h	val__L
C16436	val__L_h	val__L
C02554	valtrna_h	valtrna
C00231	xu5p__D_h	xu5p__D
C02483	gtocophe_h	gtocophe
C05430	zcarote_h	zcarote
C08590	zxan_u	zxan
C15651	2h3k5m_c	2h3k5m
C01146	2h3opp_c	2h3opp
C02323	2hxmp_e	2hxmp
C00988	2pglyc_e	2pglyc
C01144	3hbycoa_c	3hbycoa
C08276	3mtp_c	3mtp
C02954	6ampenc_c	6ampenc
C00345	6pgc_e	6pgc
C00532	abt__L_c	abt__L
C02291	cyst__L_e	cyst__L
C12307	dcal_c	dcal
C05274	dccoa_c	dccoa
C03145	fmet_c	fmet
C00879	galctr__D_e	galctr__D
C03611	galogs_c	galogs
C00217	glu__D_e	glu__D
C02155	gly_leu__L_c	gly_leu__L
C02835	imzac_c	imzac
C05130	imzacd_c	imzacd
C01204	inoshp_c	inoshp
C00252	isomal_c	isomal
C01736	nebari_c	nebari
C15586	nebari_c	nebari
C01601	nona_c	nona
C01545	octal_c	octal
C00077	orn__L_c	orn__L
C01602	orn__L_c	orn__L
C01742	pala_e	pala
C00395	pencil_c	pencil
C06567	pencilca_c	pencilca
C10172	prolb_c	prolb
C01610	pur_e	pur
C02463	shcl_c	shcl
C01613	stchs_c	stchs
C00552	tartr__M_c	tartr__M
C02086	thiog_e	thiog
C03221	trans_dd2coa_c	trans_dd2coa
C17715	udca_c	udca
C00059	so4_r	so4
C00155	hcys__L_e	hcys__L
C05330	hcys__L_e	hcys__L
C05577	34dhmald_m	34dhmald
C18170	3aap_c	3aap
