CONNECTION_FROM	CONNECTION_TO	CONNECTION_TYPE
map00040	K00880	belongs_2_pathway
ko00040	K00880	belongs_2_pathway
map00040	K00963	belongs_2_pathway
ko00040	K00963	belongs_2_pathway
map00040	K01051	belongs_2_pathway
ko00040	K01051	belongs_2_pathway
map00040	K01184	belongs_2_pathway
ko00040	K01184	belongs_2_pathway
map00040	K01195	belongs_2_pathway
ko00040	K01195	belongs_2_pathway
map00040	K01213	belongs_2_pathway
ko00040	K01213	belongs_2_pathway
map00040	K01629	belongs_2_pathway
ko00040	K01629	belongs_2_pathway
map00040	K01685	belongs_2_pathway
ko00040	K01685	belongs_2_pathway
map00040	K01686	belongs_2_pathway
ko00040	K01686	belongs_2_pathway
map00040	K01728	belongs_2_pathway
ko00040	K01728	belongs_2_pathway
map00040	K01730	belongs_2_pathway
ko00040	K01730	belongs_2_pathway
map00040	K01731	belongs_2_pathway
ko00040	K01731	belongs_2_pathway
map00040	K01783	belongs_2_pathway
ko00040	K01783	belongs_2_pathway
map00040	K01804	belongs_2_pathway
ko00040	K01804	belongs_2_pathway
map00040	K01805	belongs_2_pathway
ko00040	K01805	belongs_2_pathway
map00040	K01812	belongs_2_pathway
ko00040	K01812	belongs_2_pathway
map00040	K01815	belongs_2_pathway
ko00040	K01815	belongs_2_pathway
map00040	K01820	belongs_2_pathway
ko00040	K01820	belongs_2_pathway
map00040	K03077	belongs_2_pathway
ko00040	K03077	belongs_2_pathway
map00040	K03078	belongs_2_pathway
ko00040	K03078	belongs_2_pathway
map00040	K03079	belongs_2_pathway
ko00040	K03079	belongs_2_pathway
map00040	K03331	belongs_2_pathway
ko00040	K03331	belongs_2_pathway
map00040	K05351	belongs_2_pathway
ko00040	K05351	belongs_2_pathway
map00040	K05352	belongs_2_pathway
ko00040	K05352	belongs_2_pathway
map00040	K08092	belongs_2_pathway
ko00040	K08092	belongs_2_pathway
map00040	K08322	belongs_2_pathway
ko00040	K08322	belongs_2_pathway
map00040	K08323	belongs_2_pathway
ko00040	K08323	belongs_2_pathway
map00040	K09988	belongs_2_pathway
ko00040	K09988	belongs_2_pathway
map00040	K12447	belongs_2_pathway
ko00040	K12447	belongs_2_pathway
map00040	K13247	belongs_2_pathway
ko00040	K13247	belongs_2_pathway
map00040	K13877	belongs_2_pathway
ko00040	K13877	belongs_2_pathway
map00040	K14259	belongs_2_pathway
ko00040	K14259	belongs_2_pathway
map00040	K14273	belongs_2_pathway
ko00040	K14273	belongs_2_pathway
map00040	K14274	belongs_2_pathway
ko00040	K14274	belongs_2_pathway
map00040	K14275	belongs_2_pathway
