CONNECTION_FROM	CONNECTION_TO	CONNECTION_TYPE
K00615	2.2.1.1	ko_2_ec
K00616	2.2.1.2	ko_2_ec
K00618	2.3.1.1	ko_2_ec
K00619	2.3.1.1	ko_2_ec
K00620	2.3.1.35	ko_2_ec
K00620	2.3.1.1	ko_2_ec
K00621	2.3.1.4	ko_2_ec
K00622	2.3.1.5	ko_2_ec
K00623	2.3.1.6	ko_2_ec
K00624	2.3.1.7	ko_2_ec
K00625	2.3.1.8	ko_2_ec
K00626	2.3.1.9	ko_2_ec
K00627	2.3.1.12	ko_2_ec
K00628	2.3.1.13	ko_2_ec
K00628	2.3.1.71	ko_2_ec
K00629	2.3.1.15	ko_2_ec
K00630	2.3.1.15	ko_2_ec
K00631	2.3.1.15	ko_2_ec
K00632	2.3.1.16	ko_2_ec
K00633	2.3.1.18	ko_2_ec
K00634	2.3.1.19	ko_2_ec
K00635	2.3.1.20	ko_2_ec
K00635	2.3.1.75	ko_2_ec
K00637	2.3.1.26	ko_2_ec
K00638	2.3.1.28	ko_2_ec
K00639	2.3.1.29	ko_2_ec
K00640	2.3.1.30	ko_2_ec
K00641	2.3.1.31	ko_2_ec
K00641	2.3.1.46	ko_2_ec
K00643	2.3.1.37	ko_2_ec
K00645	2.3.1.39	ko_2_ec
K00647	2.3.1.41	ko_2_ec
K00648	2.3.1.180	ko_2_ec
K00649	2.3.1.42	ko_2_ec
K00650	2.3.1.43	ko_2_ec
K00651	2.3.1.46	ko_2_ec
K00651	2.3.1.31	ko_2_ec
K00652	2.3.1.47	ko_2_ec
K00653	2.3.1.48	ko_2_ec
K00654	2.3.1.50	ko_2_ec
K00655	2.3.1.51	ko_2_ec
K00656	2.3.1.54	ko_2_ec
K00657	2.3.1.57	ko_2_ec
K00658	2.3.1.61	ko_2_ec
K00659	2.3.1.65	ko_2_ec
K00659	3.1.2.2	ko_2_ec
K00660	2.3.1.74	ko_2_ec
K00661	2.3.1.79	ko_2_ec
K00662	2.3.1.81	ko_2_ec
K00663	2.3.1.82	ko_2_ec
K00664	2.3.1.84	ko_2_ec
K00665	2.3.1.85	ko_2_ec
K00667	2.3.1.86	ko_2_ec
K00668	2.3.1.86	ko_2_ec
K00669	2.3.1.87	ko_2_ec
K00670	2.3.1.256	ko_2_ec
K00671	2.3.1.97	ko_2_ec
K00672	2.3.1.101	ko_2_ec
